Approved Symbol	Previous Symbols	Synonyms
LINC01794		
LINC01795		
LINC01796		
LINC01797		
LINC01798		
LINC01799		
LINC01800		
LINC01801		
LINC01802		
LINC01803		
LINC01804		
LINC01805		
LINC01806		
LINC01807		
LINC01808		
LINC01809		
LINC01810		
LINC01811		
LINC01812		
LINC01813		
LINC01814		
LINC01815		
LINC01816		
LINC01817		
LINC01818		
LINC01819		
LINC01820		
LINC01821		
LINC01822		
LINC01823		
LINC01824		
LINC01825		
LINC01826		lnc-MKI67IP-3
LINC01827		
LINC01828		
LINC01829		
LINC01830		
LINC01831		
LINC01832		
LINC01833		RP11-89, K21.1
LINC01834		
LINC01835		
LINC01836		
LINC01837		
LINC01838		
LINC01839	EIF2B5-IT1	
LINC01840	EIF2B5-AS1	
LINC01841		
LINC01842		
LINC01843		
LINC01844		
LINC01845		
LINC01846		
LINC01847		
LINC01848		
LINC01849		
LINC01850		
LINC01851		
LINC01852		ENST00000434223
LINC01853		
LINC01854		
LINC01855		
LINC01856		
LINC01857		
LINC01858		
LINC01859		
LINC01861		
LINC01862		
LINC01863		
LINC01864		
LINC01865		
LINC01866		
LINC01867		
LINC01868		
LINC01869		MGC45922
LINC01870		
LINC01871		
LINC01872		
LINC01873		
LINC01874		
LINC01875		
LINC01876		
LINC01877		
LINC01878		
LINC01879		
LINC01880		
LINC01881		
LINC01882		
LINC01883		
LINC01884		
LINC01885		
LINC01886		
LINC01887		
LINC01888		
LINC01889		
LINC01890		
LINC01891		
LINC01892		
LINC01893		
LINC01894		
LINC01895		
LINC01896		
LINC01897		
LINC01898		
LINC01899		
LINC01900		
LINC01901		
LINC01902		
LINC01903		
LINC01904		
LINC01905		
LINC01906		
LINC01907		
LINC01908		
LINC01909		
LINC01910		
LINC01911		
LINC01912		
LINC01913		
LINC01914		
LINC01915		
LINC01916		
LINC01917		
LINC01918		
LINC01919		
LINC01920		
LINC01921		
LINC01922		
LINC01923		
LINC01924		
LINC01925		
LINC01926		
LINC01927		
LINC01928		
LINC01929		
LINC01930		EU358092
LINC01931		
LINC01932		
LINC01933		
LINC01934		
LINC01935		
LINC01936		
LINC01937		
LINC01938		
LINC01939		
LINC01940		
LINC01941		
LINC01942		
LINC01943		
LINC01944		
LINC01945		
LINC01946		
LINC01947		
LINC01948		
LINC01949		
LINC01950		
LINC01951		
LINC01952		AC004854.4
LINC01953		
LINC01954		
LINC01955		
LINC01956		
LINC01957		
LINC01958		
LINC01959		
LINC01960		
LINC01961		
LINC01962		
LINC01963		DKFZp434H1419
LINC01964		
LINC01965		
LINC01966		
LINC01967		
LINC01968		
LINC01969		
LINC01970		
LINC01971		
LINC01972		
LINC01973		
LINC01974		
LINC01975		
LINC01976		
LINC01977		
LINC01978		
LINC01979		
LINC01980		
LINC01981		
LINC01982		
LINC01983		
LINC01984		
LINC01985		
LINC01986		
LINC01987		
LINC01988		
LINC01989		
LINC01990		
LINC01991		
LINC01992		
LINC01993		
LINC01994		
LINC01995		
LINC01996		
LINC01997		
LINC01998		
LINC01999		
LINC02000		
LINC02001		RP11-1094M14.11
LINC02002		
LINC02003		
LINC02004		
LINC02005		
LINC02006		
LINC02008		
LINC02009		
LINC02010		
LINC02011		FLJ31836
LINC02012		
LINC02013		
LINC02014		
LINC02015		
LINC02016		
LINC02017		
LINC02018		
LINC02019		
LINC02020		
LINC02021		
LINC02022		
LINC02023		
LINC02024		
LINC02025		
LINC02026		
LINC02027		
LINC02028		
LINC02029		
LINC02030		
LINC02031		
LINC02032		
LINC02033		
LINC02034		
LINC02035		
LINC02036		
LINC02037		
LINC02038		
LINC02039		
LINC02040		
LINC02041		
LINC02042		
LINC02043		
LINC02044		
LINC02045		
LINC02046		
LINC02047		
LINC02048		
LINC02049		
LINC02050		
LINC02051		
LINC02052		
LINC02053		
LINC02054		
LINC02055		RP1130-1
LINC02056		
LINC02057		
LINC02058		
LINC02059		
LINC02060		
LINC02061		
LINC02062		
LINC02063		
LINC02064		
LINC02065		
LINC02066		
LINC02067		
LINC02068		
LINC02069		
LINC02070		
LINC02071		
LINC02072		
LINC02073		
LINC02074		
LINC02075		
LINC02076		FLJ35934
LINC02077		
LINC02078		HP09025
LINC02079		
LINC02080		FLJ30938
LINC02081		CTD-2357A8.3, XLOC_012582
LINC02082		
LINC02083		
LINC02084		
LINC02085		
LINC02086		
LINC02087		
LINC02088		
LINC02089		
LINC02090		
LINC02091		
LINC02092		
LINC02093		
LINC02094		
LINC02095		
LINC02096		
LINC02097		
LINC02098		RP11-702B10.1
LINC02099		
LINC02100		
LINC02101		
LINC02102		
LINC02103		
LINC02104		
LINC02105		
LINC02106		
LINC02107		
LINC02108		
LINC02109		
LINC02110		
LINC02111		
LINC02112		
LINC02113		
LINC02114		
LINC02115		
LINC02116		
LINC02117		
LINC02118		
LINC02119		
LINC02120		
LINC02121		
LINC02122		
LINC02123		
LINC02124		
LINC02125		
LINC02126		
LINC02127		
LINC02128		
LINC02129		
LINC02130		
LINC02131		
LINC02132		
LINC02133		
LINC02134		
LINC02135		
LINC02136		
LINC02137		
LINC02138		
LINC02139		
LINC02140		
LINC02141		
LINC02142		
LINC02143		
LINC02144		
LINC02145		
LINC02146		
LINC02147		
LINC02148		
LINC02149		
LINC02150		
LINC02151		TCONS_00019174
LINC02152		ENST00000566208
LINC02153		ENST00000517573
LINC02154		GS1-600G8.5
LINC02155		RP11-705O24.1
LINC02156		RP1-90J4.1
LINC02157		RP11-327J17.1
LINC02158		
LINC02159		
LINC02160		
LINC02161		
LINC02162		
LINC02163		
LINC02164		
LINC02165		
LINC02166		
LINC02167		FLJ26245
LINC02168		
LINC02169		
LINC02170		PRCAT47
LINC02171		
LINC02172		
LINC02173		
LINC02174		
LINC02175		
LINC02176		
LINC02177		
LINC02178		
LINC02179		RP11-189E14.4
LINC02180		
LINC02181		
LINC02182		
LINC02183		
LINC02184		
LINC02185		
LINC02186		
LINC02187		
LINC02188		
LINC02189		
LINC02190		
LINC02191		
LINC02192		
LINC02193		
LINC2194		
LINC02195		
LINC02196		
LINC02197		
LINC02198		
LINC02199		
LINC02200		
LINC02201		
LINC02202		
LINC02203		
LINC02204		
LINC02205		
LINC02206		
LINC02207		
LINC02208		HRAT56
LINC02209	FAM183CP	
LINC02210	C17orf69, CRHR1-IT1	FLJ25168
LINC02210-CRHR1		
LINC02211		
LINC02212		
LINC02213		
LINC02214		
LINC02215		
LINC02216		
LINC02217		
LINC02218		
LINC02219		
LINC02220		
LINC02221		
LINC02222		
LINC02223		
LINC02224		BRCAT107, ENST00000505706
LINC02225		
LINC02226		
LINC02227		
LINC02228		
LINC02229		
LINC02230		
LINC02231		RP11-766N7.4
LINC02232		RP11-707A18.1
LINC02233		RP11-6C14.1
LINC02234		RP11-455B3.1
LINC02235		RP11-354A14.1
LINC02236		RP11-332J15.1
LINC02237		RP11-1101K5.1
LINC02238		RP4-788P17.1
LINC02239		
LINC02240		
LINC02241		
LINC02242		
LINC02243		ENST00000441841
LINC02245		lnc-SERTAD2-3
LINC02246		ENST00000418954
LINC02247		ENST00000417135
LINC02248		
LINC02249		DKFZp434L187
LINC02250		TCONS_00023273
LINC02251		
LINC02252		
LINC02253		
LINC02254		
LINC02255		
LINC02256		
LINCMD1	MIR133BHG, LINC-MD1	
LINGO1	LRRN6A	FLJ14594, LERN1
LINGO1-AS1		
LINGO1-AS2		
LINGO2	LRRN6C	LERN3
LINGO3	LRRN6B	LERN2
LINGO4	LRRN6D	
LINS1	LINS	WINS1
LIPA		LAL, CESD
LIPB		
LIPC		HL, HTGL
LIPC-AS1		
LIPD~withdrawn		
LIPE		HSL
LIPE-AS1		
LIPF		HGL, HLAL
LIPG		EDL
LIPH		mPA-PLA1, PLA1B, mPA-PLA1alpha, LPDLR
LIPI		PRED5, LPDL, CT17, mPA-PLA1beta, PLA1C
LIPJ	LIPL1	bA425M17.2
LIPK	LIPL2	bA186O14.2
LIPM	LIPL3	bA304I5.1
LIPN	LIPL4	bA186O14.3
LIPN3L~withdrawn		
LIPT1		MGC12290, MGC13378
LIPT1P1		
LIPT2		
LITAF		PIG7, SIMPLE, FLJ38636, TP53I7
LIVAR		lnc18q22.2
LIX1	C5orf11	Lft
LIX1-AS1		
LIX1L		MGC46719
LIX1L-AS1		
LKAAEAR1	C20orf201	
LKP~withdrawn		
LLCDL1~withdrawn		
LLCDL2~withdrawn		
LLCDL3~withdrawn		
LLGL1	DLG4, LLGL, HUGL, HUGL-1	Lgl1, Mgl1
LLGL2		HGL, Hugl-2
LLPH	C12orf31	MGC14817, hLLP
LLPH-AS1		
LLPHP1		
LLPHP2		
LLP~withdrawn		
LMAN1	F5F8D	MR60, ERGIC-53, ERGIC53, gp58, MCFD1, FMFD1
LMAN1L		ERGL, ERGIC-53L
LMAN2	C5orf8	GP36B, VIP36
LMAN2L		DKFZp564L2423, VIPL
LMBR1	C7orf2	ACHP, FLJ11665, ZRS
LMBR1L		FLJ10494, KIAA1174
LMBRD1	C6orf209	FLJ11240, bA810I22.1, cblF
LMBRD2		DKFZp434H2226
LMCD1		
LMCD1-AS1		
LMF1	C16orf26, TMEM112	FLJ12681, JFP11, FLJ22302, TMEM112A
LMF1-AS1		
LMF2	TMEM153, TMEM112B	
LMLN		Gp63, Msp
LMLN-AS1		
LMN1~withdrawn		
LMN2~withdrawn		
LMNA	LMN1, CMD1A, LGMD1B, PRO1, LMNL1	HGPS, MADA
LMNB1		
LMNB2	LMN2	
LMNL1~withdrawn		
LMNL2~withdrawn		
LMNTD1	IFLTD1	FLJ36004, Pas1c1
LMNTD2	C11orf35	MGC35138
LMO1	RBTN1	TTG1, RHOM1
LMO2	RBTNL1	TTG2, RHOM2, RBTN2
LMO3	RBTNL2	Rhom-3, DAT1
LMO4		
LMO7	FBXO20	FBX20, KIAA0858
LMO7-AS1		UCHL3-AS1
LMO7-IT1~withdrawn		
LMO7DN	C13orf45	
LMO7DN-IT1	C13orf45-IT1	TCONS_00021569
LMOD1		64kD, D1, 1D
LMOD2		
LMOD3		
LMP2~withdrawn		
LMP7~withdrawn		
LMTK2		KIAA1079, KPI2, KPI-2, cprk, LMR2, BREK, AATYK2, PPP1R100
LMTK3		KIAA1883, LMR3, TYKLM3, PPP1R101
LMX1A	LMX1	LMX1.1
LMX1B	NPS1	
LMX1~withdrawn		
LNCPRESS1		lncPRESS1
LNCPRESS2		lncPRESS2
LNCSRLR		lncRNA-SRLR
LNHR~withdrawn		
LNP1		NP3
LNPEP		CAP, PLAP, P-LAP, IRAP
LNPK	KIAA1715	Ul, LNP1, LNP
LNX1	LNX	MPDZ, PDZRN2
LNX1-AS1		
LNX1-AS2		
LNX2	PDZRN1	MGC46315
LOH1CR1		
LOH12CR2		LOH2CR12
LOH18CR1~withdrawn		
LOH19CR1		DBA
LONP1	PRSS15	LonHS, hLON, PIM1
LONP2		MGC4840, LONP, LONPL
LONRF1		FLJ23749, RNF191
LONRF2		FLJ45273, RNF192
LONRF2P1		
LONRF2P2		
LONRF3	RNF127	FLJ22612
LOR		
LOX		
LOXHD1	DFNB77	FLJ32670, LH2D1
LOXL1		LOXL, LOL
LOXL1-AS1		
LOXL2		WS9-14
LOXL3		
LOXL4		FLJ21889, LOXC
LPA	LP	Lp(a)
LPAL1		
LPAL2	APOAL	APOARGC
LPAR1	EDG2	edg-2, rec.1.3, vzg-1, Gpcr26, Mrec1.3, LPA1, GPR26
LPAR2	EDG4	EDG-4, LPA2
LPAR3	EDG7	LP-A3, Edg-7, RP4-678I3, HOFNH30, LPA3
LPAR4	GPR23	P2Y9, P2Y5-LIKE, P2RY9, LPA4
LPAR5	GPR93, GPR92	KPG_010, LPA5
LPAR6	P2RY5	P2Y5
LPC1~withdrawn		
LPC2A~withdrawn		
LPC2B~withdrawn		
LPC2C~withdrawn		
LPC2D~withdrawn		
LPCAT1	AYTL2	FLJ12443, AGPAT9, AGPAT10
LPCAT2	AYTL1	FLJ20481, AGPAT11, LysoPAFAT
LPCAT2BP		
LPCAT3	OACT5, MBOAT5	C3F, nessy
LPCAT4	AYTL3, AGPAT7	FLJ10257, LPAAT-eta, LPEAT2
LPGAT1	FAM34A	KIAA0205, FAM34A1, NET8
LPGAT1P1	FAM34BP, FAM34A2P	
LPGP1~withdrawn		
LPIN1		KIAA0188
LPIN2		KIAA0249
LPIN3	LIPN3L	SMP2
LPI~withdrawn		
LPL	LIPD	
LPO		SPO
LPP		
LPP-AS1		
LPP-AS2		MYCLo-5, MYCLo-6
LPS~withdrawn		
LPXN		LDPL
LQT2~withdrawn		
LQT3~withdrawn		
LQT4~withdrawn		
LQT~withdrawn		
LRAT		LCA14
LRBA	CDC4L	BGL, LAB300, LBA
LRCH1	CHDC1	KIAA1016
LRCH2		KIAA1495
LRCH3		MGC4126
LRCH4	LRN, LRRN1	
LRCOL1		
LRE3~withdrawn		
LRE4~withdrawn		
LRFN1		KIAA1484, SALM2
LRFN2	KIAA1246, SALM1	FIGLER2
LRFN3		MGC2656, SALM4, FIGLER1
LRFN4		MGC3103, SALM3., FIGLER6
LRFN5	C14orf146	FIGLER8, SALM5
LRG1		LRG
LRGUK		FLJ32786, CFAP246
LRIF1	C1orf103	RIF1, FLJ11269
LRIG1		LIG-1, DKFZP586O1624, LIG1
LRIG2		KIAA0806
LRIG3		FLJ90440, KIAA3016
LRIT1	LRRC21	PAL, DKFZP434K091, FIGLER9
LRIT2	LRRC22	AC022389.4
LRIT3		FLJ44691, FIGLER4, CSNB1F
LRMP		JAW1
LRP1	APR, A2MR	LRP, CD91, LRP1A, APOER
LRP1-AS		
LRP1B		LRP-DIT, LRPDIT
LRP2		gp330, DBS
LRP2BP		DKFZp761O0113
LRP3		LRP-3, hLRp105
LRP4		MEGF7, CLSS, LRP-4, SOST2
LRP4-AS1		
LRP5	LRP7, OPPG, EVR1	LR3, BMND1, HBM, OPS, OPTA1, VBCH2, EVR4
LRP5L		DKFZp434O0213
LRP6		ADCAD2
LRP7~withdrawn		
LRP8		APOER2, MCI1, LRP-8, HSZ75190
LRP10		DKFZP564C1940, MGC8675, LRP9, MST087, MSTP087
LRP11		bA350J20.3, MANSC3
LRP12		ST7, FLJ12929
LRPAP1	A2MRAP	HBP44
LRPPRC	LSFC	GP130, LRP130
LRR1	PPIL5	MGC20689, LRR-1
LRRC1		dJ523E19.1, LANO, FLJ10775, FLJ11834
LRRC2		
LRRC2-AS1	LUZP3, LUZPP1, LUZP3P	
LRRC3	C21orf102	
LRRC3-AS1		
LRRC3B		LRP15
LRRC3C		
LRRC3DN	C21orf30	DKFZP434C128
LRRC4		NAG14
LRRC4B	LRIG4	DKFZp761A179, HSM
LRRC4C		KIAA1580, NGL-1
LRRC6		TSLRP, LRTP, CILD19
LRRC6P1		
LRRC7		KIAA1365, densin-180
LRRC8A	LRRC8	KIAA1437, FLJ10337, SWELL1
LRRC8B		TA-LRRP, KIAA0231
LRRC8C		AD158
LRRC8D	LRRC5	FLJ10470
LRRC8E		FLJ23420
LRRC9		FLJ46156
LRRC10		HRLRRP, LRRC10A
LRRC10B		
LRRC14		KIAA0014, LRRC14A
LRRC14B		
LRRC15		LIB
LRRC17		P37NB, H_RG318M05.3
LRRC18		UNQ933, MGC34773, UNQ9338, VKGE9338
LRRC19		FLJ21302
LRRC20		FLJ10751, FLJ10844
LRRC23		B7, LRPB7
LRRC24		LRRC14OS
LRRC25		MAPA, FLJ38116
LRRC26		bA350O14.10, OTTHUMG00000020980
LRRC27		KIAA1674
LRRC28		MGC24976, FLJ34269, FLJ45242
LRRC29	FBXL9	FBL9
LRRC30		
LRRC31		FLJ23259
LRRC32	D11S833E, GARP	
LRRC34		MGC27085
LRRC34P1		
LRRC34P2		
LRRC36		FLJ11004
LRRC37A		KIAA0563
LRRC37A2		FLJ45049
LRRC37A3		FLJ34306, KIAA0563
LRRC37A4P	LRRC37A4	FLJ10120
LRRC37A5P	C9orf29	
LRRC37A6P		LRRC37E
LRRC37A7P		
LRRC37A8P		
LRRC37A9P		
LRRC37A10P		
LRRC37A11P		LRRC37F
LRRC37A12P		
LRRC37A13P		
LRRC37A14P		
LRRC37A15P		
LRRC37A16P		LRRC37C
LRRC37A17P		LRRC37A5
LRRC37B		
LRRC37BP1	LRRC37B2	DKFZp667M2411
LRRC38		
LRRC39		MGC14816
LRRC40		FLJ20331
LRRC41		MUF1
LRRC42		MGC8974
LRRC43		MGC35140
LRRC45		MGC20806
LRRC46		MGC16309
LRRC47		KIAA1185, RP1-286D6.3
LRRC49		FLJ20156
LRRC52		FLJ25811
LRRC53		
LRRC55		FLJ45686
LRRC56		FLJ00101, DKFZp761L1518
LRRC57		FLJ36812
LRRC58		
LRRC59		PRO1855, FLJ21675
LRRC61		MGC3036, FLJ31392, HSPC295
LRRC63		RP11-139H14.4
LRRC66		
LRRC69		
LRRC70		SLRN, LOC100130733
LRRC71	C1orf92	FLJ32884
LRRC72		
LRRC73	C6orf154	dJ337H4.2
LRRC74A	C14orf166B, LRRC74	
LRRC74B		
LRRC75A	C17orf76, FAM211A	FLJ35696
LRRC75A-AS1	C17orf45, NCRNA00188, C17orf76-AS1, FAM211A-AS1	MGC40157
LRRC75B	C22orf36, FAM211B	MGC131773
LRRC77P	LINC01330	
LRRCC1		KIAA1764, CLERC, VFL1
LRRD1		IMAGE:4798971
LRRFIP1		FLAP-1, FLIIAP1, TRIP, GCF-2, HUFI-1
LRRFIP1P1		
LRRFIP2		HUFI-2
LRRIQ1		FLJ12303, KIAA1801
LRRIQ3	LRRC44	MGC22773
LRRIQ4		LRRC64
LRRK1		FLJ23119, KIAA1790, Roco1, RIPK6
LRRK2	PARK8	ROCO2, DKFZp434H2111, FLJ45829, RIPK7
LRRN1		FIGLER3
LRRN2	LRRN5	GAC1, LRANK1, FIGLER7
LRRN3		NLRR3, FLJ11129, FIGLER5
LRRN4	C20orf75	dJ1056H1.1, NLRR4
LRRN4CL		
LRRN5~withdrawn		
LRRTM1		FLJ32082
LRRTM2		KIAA0416
LRRTM3		
LRRTM4		FLJ12568
LRS1~withdrawn		
LRSAM1		FLJ31641, CMT2P
LRTM1		HT017
LRTM2		
LRTOMT	LRRC51, DFNB63	COMT2, CFAP111
LRWD1		DKFZp434K1815, ORCA, CENP-33
LSAMP		LAMP, IGLON3
LSAMP-AS1		
LSFC~withdrawn		
LSG1		FLJ11301
LSH~withdrawn		
LSINCT5		
LSM1		CASM, YJL124C
LSM1P1		
LSM1P2		
LSM2	C6orf28	G7b, YBL026W
LSM3		YLR438C, SMX4, USS2
LSM3P1		
LSM3P2		
LSM3P3		
LSM3P4		
LSM3P5		
LSM4		YER112W
LSM5		YER146W
LSM6		YDR378C
LSM6P1	LSM6P	HsT818
LSM6P2		
LSM7		YNL147W
LSM8		YJR022W
LSM10		MGC15749
LSM11		FLJ38273
LSM12		FLJ30656
LSM12P1	LSM12P	
LSM14A	C19orf13, FAM61A	DKFZP434D1335, RAP55A, RAP55
LSM14B	C20orf40, FAM61B	FT005, bA11M20.3, FLJ25473, LSM13, RAP55B
LSMEM1	C7orf53	FLJ39575
LSMEM2	C3orf45	FLJ38608
LSP1		WP34
LSP1P1		
LSP1P2		
LSP1P3		
LSR		LISCH7, ILDR3
LSS		OSC
LST1		LST-1, B144, D6S49E
LTA	TNFB	TNFSF1, LT
LTA4H		
LTB	TNFC	p33, TNFSF3
LTB4H~withdrawn		
LTB4R	P2RY7, GPR16, CMKRL1	BLTR, P2Y7, LTB4R1
LTB4R2		BLTR2, BLT2, JULF2, NOP9
LTBP1		
LTBP2	LTBP3, C14orf141	
LTBP3	LTBP2	
LTBP4		LTBP-4, LTBP-4L, FLJ46318, FLJ90018
LTBR	D12S370	TNFCR, TNFR-RP, TNFR2-RP, TNF-R-III, TNFRSF3
LTC4S		MGC33147
LTF		HLF2
LTK		TYK1
LTN1	C21orf98, C21orf10, ZNF294, RNF160	KIAA0714, FLJ11053, LISTERIN
LTV1	C6orf93	FLJ14909, dJ468K18.4
LTV1P1		
LUADT1		
LUC7L		LUC7B1, hLuc7B1, Luc7
LUC7L2		CGI-74, CGI-59, H_NH0792N18.3, FLJ10657, LUC7B2, hLuc7B2
LUC7L3		LUC7A, CROP, OA48-18, CREAP-1, FLJ11063, CRA, hLuc7A
LUC7L3P1		
LUCAT1		SCAL1
LUM	LDC	SLRR2D
LUNAR1		
LURAP1	C1orf190	FLJ25163, LRAP35a
LURAP1L	C9orf150	MGC46502, FLJ38505, bA3L8.2
LURAP1L-AS1		
LUZP1		LUZP
LUZP2		
LUZP4		HOM-TES-85, CT-8, CT28
LUZP4P1		
LUZP6		MTPNUT, MPD6
LVRN		APQ, FLJ90650, AQPEP, TAQPEP
LW~withdrawn		
LXN		
LY6D		E48
LY6E		TSA-1, RIG-E, SCA-2
LY6G5B	C6orf19	G5b
LY6G5C	C6orf20	G5c, NG33
LY6G6C	C6orf24	G6c, NG24
LY6G6D	C6orf23	MEGT1, Ly6-D, G6D, LY6-D, NG25
LY6G6E	C6orf22	G6e
LY6G6F	LY6G6D, C6orf21	G6f, NG32
LY6H		NMLY6
LY6K		HSJ001348, FLJ35226, CT97
LY6L		
LY9		CD229, mLY9, SLAMF3, hly9
LY75		DEC-205, CLEC13B, CD205
LY75-CD302		
LY86		MD-1, dJ80N2.1
LY86-AS1	LY86AS, LY86-AS	FLJ33708
LY96		MD-2
LYAM1~withdrawn		
LYAR		ZC2HC2, ZLYAR
LYARP1		
LYG1		SALW1939
LYG2		LYGH
LYL1		bHLHa18
LYN		JTK8
LYNX1		SLURP2
LYPD1	LYPDC1	MGC29643
LYPD2	LYPDC2	RGTR430, UNQ430
LYPD3		C4.4A
LYPD4		MGC42718
LYPD5		FLJ30469
LYPD6		MGC52057
LYPD6B		CT116, LYPD7
LYPD8		
LYPLA1		LPL1
LYPLA1P1		
LYPLA1P2		
LYPLA1P3		
LYPLA2		APT-2
LYPLA2L~withdrawn		
LYPLA2P1	LYPLA2L	dJ570F3.6, APT
LYPLA2P2		
LYPLA2P3		
LYPLAL1		Q96AV0
LYPLAL1-AS1		
LYP~withdrawn		
LYRM1		A211C6.1
LYRM2		DJ122O8.2
LYRM4	C6orf149	CGI-203, ISD11
LYRM4-AS1		
LYRM7	C5orf31	FLJ20796, MZM1L
LYRM9	C17orf108	HSD24
LYSMD1		SB145, MGC35223, RP11-68I18.5
LYSMD2		MGC35274
LYSMD3		FLJ13542
LYSMD4		FLJ33008
LYST	CHS1	CHS
LYST-AS1	LYST-IT2	
LYST-IT1~withdrawn		
LYST2~withdrawn		
LYVE1	XLKD1	LYVE-1
LYZ		
LYZL1		MGC33408, LYC2
LYZL2		
LYZL4		MGC26768, LYC4
LYZL6		LYC1, PRO1485, TKAL754
LZIC		MGC15436
LZTFL1		BBS17
LZTR1		LZTR-1, BTBD29
LZTS1		FEZ1
LZTS1-AS1		
LZTS2		KIAA1813, LAPSER1
LZTS3		ProSAPiP1, KIAA0552
M1AP	C2orf65	D6Mm5e, SPATA37
M1S1~withdrawn		
M3S1~withdrawn		
M4S1~withdrawn		
M6P2~withdrawn		
M6PR		CD-MPR, CD-M6PR
M6S1~withdrawn		
M7V1~withdrawn		
M17S1~withdrawn		
M130~withdrawn		
M195~withdrawn		
MAA		
MAAT1~withdrawn		
MAATS1	C3orf15	AAT1, AAT1alpha, SPATA26, CaM-IP2
MAB21L1		CAGR1
MAB21L2		
MAB21L3	C1orf161	FLJ38716
MACC1		7A5, SH3BP4L
MACC1-AS1		
MACF1		KIAA0465, ACF7, ABP620, KIAA1251, MACF, FLJ45612, FLJ46776
MACOM		
MACROD1		LRP16
MACROD2	C20orf133	dJ631M13.5
MACROD2-AS1	NCRNA00186	BA318C17.1
MACROD2-IT1	C20orf68, NCRNA00227	bA467D7.4
MAD1L1		HsMAD1, TXBP181, MAD1, PIG9, TP53I9
MAD2L1		MAD2, HSMAD2
MAD2L1BP		CMT2, KIAA0110, dJ261G23.1
MAD2L1P1	MAD2L1P	
MAD2L2		MAD2B, REV7, POLZ2
MADCAM1		MACAM1
MADD		DENN, KIAA0358, RAB3GEP
MAEA		EMP, GID9
MAEL		FLJ14904, CT128, SPATA35
MAF		c-MAF
MAF1		DKFZp586G1123
MAFA		RIPE3b1, hMafA
MAFA-AS1		RP11-909N17.3, TCONS_00014882
MAFB	KRML	
MAFD1		BPAD
MAFD2		
MAFD3~withdrawn		
MAFF		hMafF
MAFG		MGC13090, MGC20149
MAFG-AS1		
MAFIP		FLJ35473, FLJ00219, FLJ39633, MIP, pp5644, TEKT4P4
MAFK		P18, NFE2U
MAFTRR		linc-MAF-4
MAG	GMA	SIGLEC4A, SIGLEC-4A, S-MAG
MAGE1~withdrawn		
MAGE2~withdrawn		
MAGE3~withdrawn		
MAGE4~withdrawn		
MAGE5~withdrawn		
MAGE6~withdrawn		
MAGE7~withdrawn		
MAGE8~withdrawn		
MAGE9~withdrawn		
MAGE10~withdrawn		
MAGE11~withdrawn		
MAGE12~withdrawn		
MAGEA1	MAGE1	MGC9326, CT1.1
MAGEA2	MAGE2	MAGEA2A, CT1.2
MAGEA2B		MAGEA2b, MAGE2, MGC16973, MAGEA2
MAGEA3	MAGE3	HYPD, HIP8, MGC14613, CT1.3
MAGEA4	MAGE4	MAGE4A, MAGE4B, MAGE-41, MAGE-X2, MGC21336, CT1.4
MAGEA5	MAGE5	MGC129526, CT1.5
MAGEA6	MAGE6	CT1.6
MAGEA7P	MAGE7, MAGEA7	
MAGEA8	MAGE8	MGC2182, CT1.8
MAGEA8-AS1		RP5-869M20.2
MAGEA9	MAGE9	MGC8421, CT1.9
MAGEA9B		
MAGEA10	MAGE10	MGC10599, CT1.10
MAGEA11	MAGE11	MAGE-11, MAGEA-11, MGC10511, CT1.11
MAGEA12	MAGE12	CT1.12
MAGEA13P		LOC139363
MAGEB1		MAGEL1, MAGE-Xp, DAM10, MGC9322, CT3.1
MAGEB2		DAM6, MAGE-XP-2, MGC26438, CT3.2
MAGEB3		CT3.5
MAGEB4		MGC33144, CT3.6
MAGEB5		MAGE-B5, CT3.3
MAGEB6		FLJ40242, MAGE-B6, MAGEB6A, CT3.4
MAGEB6P1	MAGEB6B	
MAGEB10		FLJ32965
MAGEB16		
MAGEB17		
MAGEB18		MGC33889
MAGEC1		MAGE-C1, CT7, MGC39366, CT7.1
MAGEC2	MAGEE1	CT10, MAGE-C2, HCA587
MAGEC3		HCA2, MAGE-C3, CT7.2
MAGED1		NRAGE, DLXIN-1
MAGED2		JCL-1, BCG1, 11B6, MAGE-D2, HCA10, MAGED, MGC8386
MAGED4		MAGE1, MGC3210, KIAA1859, MAGE-E1
MAGED4B		
MAGEE1		KIAA1587, DAMAGE
MAGEE2		HCA3
MAGEF1		
MAGEH1		APR1
MAGEL2	NDNL1	nM15
MAGI1	BAIAP1	BAP1, MAGI-1, TNRC19, AIP3, WWP3
MAGI1-AS1		
MAGI1-IT1		
MAGI2		AIP1, ARIP1, KIAA0705, ACVRIP1, MAGI-2
MAGI2-AS1		
MAGI2-AS2		
MAGI2-AS3		ENST00000414797
MAGI2-IT1~withdrawn		
MAGI3		MAGI-3
MAGIX		PDZX, JM10, FLJ21687
MAGOH		MAGOHA, MAGOH1
MAGOH2P	MAGOH2	
MAGOH3P	MAGOHP	MAGOHP1
MAGOHB		FLJ10292, MGN2
MAGT1		DKFZp564K142, IAP, OST3B, MRX95
MAIP1	C2orf47	DKFZp666A212, FLJ22555
MAJIN	C11orf85	
MAK		dJ417M14.2, RP62
MAK16	RBM13	MAK16L
MAL		
MAL2		
MALAT1		PRO1073, MALAT-1, NCRNA00047, HCN, NEAT2, LINC00047, mascRNA
MALL		BENE
MALRD1	C10orf112	bA265G8.2, Diet1
MALSU1	C7orf30	mtRsfA
MALT1	MLT	PCASP1
MAMDC2		MGC21981
